#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B18F1D
#Date Time: 2026-07-09 05:31:49.252
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
0.09020131578947367,0.1692574690944394
0.09022631578947368,0.1810162243849941
0.09025131578947368,0.1924390152386657
0.09027631578947368,0.2035258416554696
0.09030131578947367,0.2139407391985278
0.09032631578947367,0.2233477434309674
0.09035131578947368,0.2334266765371573
0.09037631578947368,0.2435056096433381
0.09040131578947368,0.2549284004970148
0.09042631578947367,0.2680310135350558
0.09045131578947367,0.2814695910099696
0.09047631578947368,0.2955800973586352
0.09050131578947368,0.3090186748335429
0.09052631578947368,0.3211133945609653
0.09055131578947367,0.3322002209777692
0.09057631578947367,0.341271260773336
0.09060131578947368,0.3500063361320344
0.09062631578947368,0.3597493048013425
0.09065131578947368,0.3708361312181464
0.09067631578947367,0.3842747086930602
0.09070131578947367,0.397713286167974
0.09072631578947368,0.4114878280797655
0.09075131578947368,0.4222386900596917
0.09077631578947368,0.4296299076708943
0.09080131578947367,0.4319816587290042
0.09082631578947367,0.4286220143602757
0.09085131578947368,0.4229106189334345
0.09087631578947368,0.4165272946328533
0.09090131578947368,0.4124957213903792
0.09092631578947367,0.4145115080116162
0.09095131578947367,0.4222386900596917
0.09097631578947368,0.4370211252821057
0.09100131578947368,0.4565070626207219
0.09102631578947368,0.4786807154543297
0.09105131578947367,0.5008543682879375
0.09107631578947367,0.5183245190053254
0.09110131578947367,0.5320990609171059
0.09112631578947368,0.5398262429651876
0.09115131578947368,0.5431858873339159
0.09117631578947367,0.5455376383920258
0.09120131578947367,0.5455376383920258
0.09122631578947367,0.5482253538870074
0.09125131578947368,0.5532648204401013
0.09127631578947368,0.5606560380513039
0.09130131578947367,0.5707349711574893
0.09132631578947367,0.5814858331374203
0.09135131578947367,0.5932445884279646
0.09137631578947368,0.6043314148447738
0.09140131578947368,0.6150822768247048
0.09142631578947367,0.6265050676783815
0.09145131578947367,0.6362480363476941
0.09147631578947367,0.6473348627644929
0.09150131578947368,0.6587576536181747
0.09152631578947368,0.6701804444718514
0.09155131578947368,0.681939199762401
0.09157631578947367,0.6913462039948407
0.09160131578947367,0.7014251371010215
0.09162631578947368,0.7098242480228472
0.09165131578947368,0.7168795011971769
0.09167631578947368,0.7249426476821251
0.09170131578947367,0.7309900075458364
0.09172631578947367,0.7393891184676538
0.09175131578947368,0.7477882293894786
0.09177631578947368,0.7565233047481726
0.09180131578947368,0.766602237854358
0.09182631578947367,0.7750013487761791
0.09185131578947367,0.7847443174454871
0.09187631578947368,0.7928074639304399
0.09190131578947368,0.8008706104153882
0.09192631578947368,0.8096056857740821
0.09195131578947367,0.8159890100746662
0.09197631578947367,0.8233802276858655
0.09200131578947368,0.8297635519864528
0.09202631578947368,0.8358109118501641
0.09205131578947368,0.8418582717138753
0.09207631578947367,0.8458898449563494
0.09210131578947367,0.8509293115094397
0.09212631578947368,0.8549608847519162
